GeneID	SeqID	GeneGroup1	GeneGroup2	GeneGroup3
DdB_08554	scaffold00008	DdB_08554	--	--
DdB_08555	scaffold00008	--	--	--
DdB_08556	scaffold00008	--	DdB_08556	--
DdB_08557	scaffold00008	--	--	--
DdB_08558	scaffold00008	--	DdB_08558	--
DdB_08559	scaffold00008	--	DdB_08559	--
DdB_08560	scaffold00008	--	--	--
DdB_08561	scaffold00008	--	DdB_08561	--
DdB_08562	scaffold00008	--	DdB_08562	--
DdB_08563	scaffold00008	--	--	--
DdB_08564	scaffold00008	--	DdB_08564	--
DdB_08565	scaffold00008	DdB_08565	--	--
DdB_08566	scaffold00008	--	DdB_08566	--
DdB_08567	scaffold00008	DdB_08567	--	--
DdB_08568	scaffold00008	DdB_08568	--	--
DdB_08569	scaffold00008	--	--	DdB_08569
DdB_08570	scaffold00008	--	--	DdB_08570
DdB_08571	scaffold00008	DdB_08571	--	--
DdB_08572	scaffold00008	DdB_08572	--	--
DdB_08573	scaffold00008	--	--	--
DdB_08574	scaffold00008	--	--	--
DdB_08575	scaffold00008	--	--	--
DdB_08576	scaffold00008	DdB_08576	--	--
DdB_08577	scaffold00008	DdB_08577	--	--
DdB_08578	scaffold00008	DdB_08578	--	--
DdB_08579	scaffold00008	DdB_08579	--	--
DdB_08580	scaffold00008	--	--	DdB_08580
DdB_08581	scaffold00008	DdB_08581	--	--
DdB_08582	scaffold00008	DdB_08582	--	--
DdB_08583	scaffold00008	DdB_08583	--	--
DdB_08584	scaffold00008	DdB_08584	--	--
DdB_08585	scaffold00008	DdB_08585	--	--
DdB_08586	scaffold00008	DdB_08586	--	--
DdB_08587	scaffold00008	DdB_08587	--	--
DdB_08588	scaffold00008	DdB_08588	--	--
DdB_08589	scaffold00008	--	--	--
DdB_08590	scaffold00008	--	--	--
DdB_08591	scaffold00008	DdB_08591	--	--
DdB_08592	scaffold00008	DdB_08592	--	--
DdB_08593	scaffold00008	DdB_08593	--	--
DdB_08594	scaffold00008	DdB_08594	--	--
DdB_08595	scaffold00008	--	--	DdB_08595
DdB_08596	scaffold00008	--	--	--
DdB_08597	scaffold00008	--	DdB_08597	--
DdB_08598	scaffold00008	--	DdB_08598	--
DdB_08599	scaffold00008	--	--	--
DdB_08600	scaffold00008	--	--	--
DdB_08601	scaffold00008	DdB_08601	--	--
DdB_08602	scaffold00008	--	--	--
DdB_08603	scaffold00008	--	DdB_08603	--
DdB_08604	scaffold00008	--	DdB_08604	--
DdB_08605	scaffold00008	--	--	--
DdB_08606	scaffold00008	--	--	--
DdB_08607	scaffold00008	--	--	--
DdB_08608	scaffold00008	--	DdB_08608	--
DdB_08609	scaffold00008	--	DdB_08609	--
DdB_08610	scaffold00008	--	--	--
DdB_08611	scaffold00008	--	--	--
DdB_08612	scaffold00008	--	--	--
DdB_08613	scaffold00008	--	DdB_08613	--
DdB_08614	scaffold00008	DdB_08614	--	--
DdB_08615	scaffold00008	DdB_08615	--	--
DdB_08616	scaffold00008	--	DdB_08616	--
DdB_08617	scaffold00008	--	--	--
DdB_08618	scaffold00008	--	--	--
DdB_08619	scaffold00008	--	--	--
DdB_08620	scaffold00008	--	--	--
DdB_08621	scaffold00008	DdB_08621	--	--
DdB_08622	scaffold00008	--	DdB_08622	--
DdB_08623	scaffold00008	--	DdB_08623	--
DdB_08624	scaffold00008	--	--	--
DdB_08625	scaffold00008	DdB_08625	--	--
DdB_08626	scaffold00008	--	--	--
DdB_08627	scaffold00008	DdB_08627	--	--
DdB_08628	scaffold00008	--	--	--
DdB_08629	scaffold00008	--	--	--
DdB_08630	scaffold00008	--	DdB_08630	--
DdB_08631	scaffold00008	--	DdB_08631	--
DdB_08632	scaffold00008	--	--	--
DdB_08633	scaffold00008	DdB_08633	--	--
DdB_08634	scaffold00008	DdB_08634	--	--
DdB_08635	scaffold00008	--	DdB_08635	--
DdB_08636	scaffold00008	DdB_08636	--	--
DdB_08637	scaffold00008	--	--	--
DdB_08638	scaffold00008	DdB_08638	--	--
DdB_08639	scaffold00008	--	--	--
DdB_08640	scaffold00008	--	--	--
DdB_08641	scaffold00008	DdB_08641	--	--
DdB_08642	scaffold00008	DdB_08642	--	--
DdB_08643	scaffold00008	--	DdB_08643	--
DdB_08644	scaffold00008	--	--	DdB_08644
DdB_08645	scaffold00008	DdB_08645	--	--
DdB_08646	scaffold00008	--	DdB_08646	--
DdB_08647	scaffold00008	DdB_08647	--	--
DdB_08648	scaffold00008	--	DdB_08648	--
DdB_08649	scaffold00008	--	--	--
DdB_08650	scaffold00008	DdB_08650	--	--
DdB_08651	scaffold00008	DdB_08651	--	--
DdB_08652	scaffold00008	--	--	--
DdB_08653	scaffold00008	--	--	--
DdB_08654	scaffold00008	--	--	--
DdB_08655	scaffold00008	--	--	--
DdB_08656	scaffold00008	--	--	--
DdB_08657	scaffold00008	--	--	--
DdB_08658	scaffold00008	--	--	--
DdB_08659	scaffold00008	--	--	--
DdB_08660	scaffold00008	DdB_08660	--	--
DdB_08661	scaffold00008	DdB_08661	--	--
DdB_08662	scaffold00008	--	--	--
DdB_08663	scaffold00008	--	--	--
DdB_08664	scaffold00008	--	--	--
DdB_08665	scaffold00008	--	DdB_08665	--
DdB_08666	scaffold00008	--	--	--
DdB_08667	scaffold00008	--	--	--
DdB_08668	scaffold00008	--	--	--
DdB_08669	scaffold00008	--	--	--
DdB_08670	scaffold00008	--	DdB_08670	--
DdB_08671	scaffold00008	--	DdB_08671	--
DdB_08672	scaffold00008	--	DdB_08672	--
DdB_08673	scaffold00008	--	--	--
DdB_08674	scaffold00008	--	--	--
DdB_08675	scaffold00008	--	--	--
DdB_08676	scaffold00008	--	DdB_08676	--
DdB_08677	scaffold00008	DdB_08677	--	--
DdB_08678	scaffold00008	--	DdB_08678	--
DdB_08679	scaffold00008	DdB_08679	--	--
DdB_08680	scaffold00008	DdB_08680	--	--
DdB_08681	scaffold00008	--	--	--
DdB_08682	scaffold00008	DdB_08682	--	--
DdB_08683	scaffold00008	--	--	--
DdB_08684	scaffold00008	--	--	--
DdB_08685	scaffold00008	--	--	--
DdB_08686	scaffold00008	--	DdB_08686	--
DdB_08687	scaffold00008	--	DdB_08687	--
DdB_08688	scaffold00008	--	--	--
DdB_08689	scaffold00008	--	--	DdB_08689
DdB_08690	scaffold00008	--	--	--
DdB_08691	scaffold00008	--	DdB_08691	--
DdB_08692	scaffold00008	--	--	--
DdB_08693	scaffold00008	--	DdB_08693	--
DdB_08694	scaffold00008	--	--	DdB_08694
DdB_08695	scaffold00008	DdB_08695	--	--
DdB_08696	scaffold00008	--	DdB_08696	--
DdB_08697	scaffold00008	--	DdB_08697	--
DdB_08698	scaffold00008	--	--	--
DdB_08699	scaffold00008	--	DdB_08699	--
DdB_08700	scaffold00008	--	--	--
DdB_08701	scaffold00008	--	--	--
DdB_08702	scaffold00008	--	--	--
DdB_08703	scaffold00008	--	--	--
DdB_08704	scaffold00008	--	--	--
DdB_08705	scaffold00008	--	--	--
DdB_08706	scaffold00008	DdB_08706	--	--
DdB_08707	scaffold00008	--	--	--
DdB_08708	scaffold00008	DdB_08708	--	--
DdB_08709	scaffold00008	DdB_08709	--	--
DdB_08710	scaffold00008	DdB_08710	--	--
DdB_08711	scaffold00008	--	DdB_08711	--
DdB_08712	scaffold00008	--	--	--
DdB_08713	scaffold00008	--	DdB_08713	--
DdB_08714	scaffold00008	DdB_08714	--	--
DdB_08715	scaffold00008	DdB_08715	--	--
DdB_08716	scaffold00008	--	--	--
DdB_08717	scaffold00008	DdB_08717	--	--
DdB_08718	scaffold00008	--	--	--
DdB_08719	scaffold00008	--	--	--
DdB_08720	scaffold00008	DdB_08720	--	--
DdB_08721	scaffold00008	--	--	--
DdB_08722	scaffold00008	--	--	--
DdB_08723	scaffold00008	--	--	--
DdB_08724	scaffold00008	DdB_08724	--	--
DdB_08725	scaffold00008	DdB_08725	--	--
DdB_08726	scaffold00008	DdB_08726	--	--
DdB_08727	scaffold00008	DdB_08727	--	--
DdB_08728	scaffold00008	DdB_08728	--	--
DdB_08729	scaffold00008	DdB_08729	--	--
DdB_08730	scaffold00008	DdB_08730	--	--
DdB_08731	scaffold00008	DdB_08731	--	--
DdB_08732	scaffold00008	DdB_08732	--	--
DdB_08733	scaffold00008	--	--	--
DdB_08734	scaffold00008	--	--	--
DdB_08735	scaffold00008	--	--	--
DdB_08736	scaffold00008	--	--	--
DdB_08737	scaffold00008	DdB_08737	--	--
DdB_08738	scaffold00008	--	DdB_08738	--
DdB_08739	scaffold00008	--	--	--
DdB_08740	scaffold00008	--	--	--
DdB_08741	scaffold00008	DdB_08741	--	--
DdB_08742	scaffold00008	DdB_08742	--	--
DdB_08743	scaffold00008	--	--	--
DdB_08744	scaffold00008	--	DdB_08744	--
DdB_08745	scaffold00008	--	DdB_08745	--
DdB_08746	scaffold00008	--	DdB_08746	--
DdB_08747	scaffold00008	--	--	--
DdB_08748	scaffold00008	--	--	--
DdB_08749	scaffold00008	--	--	--
DdB_08750	scaffold00008	DdB_08750	--	--
DdB_08751	scaffold00008	DdB_08751	--	--
DdB_08752	scaffold00008	--	DdB_08752	--
DdB_08753	scaffold00008	--	--	--
DdB_08754	scaffold00008	--	--	--
DdB_08755	scaffold00008	--	--	--
DdB_08756	scaffold00008	--	--	--
DdB_08757	scaffold00008	--	--	--
DdB_08758	scaffold00008	--	--	--
DdB_08759	scaffold00008	--	--	--
DdB_08760	scaffold00008	--	--	--
DdB_08761	scaffold00008	--	--	--
DdB_08762	scaffold00008	--	DdB_08762	--
DdB_08763	scaffold00008	--	DdB_08763	--
DdB_08764	scaffold00008	--	DdB_08764	--
DdB_08765	scaffold00008	--	--	--
DdB_08766	scaffold00008	--	--	--
DdB_08767	scaffold00008	--	--	--
DdB_08768	scaffold00008	--	--	--
DdB_08769	scaffold00008	--	--	--
DdB_08770	scaffold00008	DdB_08770	--	--
DdB_08771	scaffold00008	DdB_08771	--	--
DdB_08772	scaffold00008	DdB_08772	--	--
DdB_08773	scaffold00008	--	DdB_08773	--
DdB_08774	scaffold00008	--	--	--
DdB_08775	scaffold00008	--	DdB_08775	--
DdB_08776	scaffold00008	--	DdB_08776	--
DdB_08777	scaffold00008	--	DdB_08777	--
DdB_08778	scaffold00008	DdB_08778	--	--
DdB_08779	scaffold00008	--	--	--
DdB_08780	scaffold00008	--	DdB_08780	--
DdB_08781	scaffold00008	--	DdB_08781	--
DdB_08782	scaffold00008	--	DdB_08782	--
DdB_08783	scaffold00008	--	DdB_08783	--
DdB_08784	scaffold00008	DdB_08784	--	--
DdB_08785	scaffold00008	--	DdB_08785	--
DdB_08786	scaffold00008	DdB_08786	--	--
DdB_08787	scaffold00008	--	--	--
DdB_08788	scaffold00008	--	--	--
DdB_08789	scaffold00008	--	DdB_08789	--
DdB_08790	scaffold00008	--	DdB_08790	--
DdB_08791	scaffold00008	--	DdB_08791	--
DdB_08792	scaffold00008	--	--	--
DdB_08793	scaffold00008	--	--	--
DdB_08794	scaffold00008	--	--	--
DdB_08795	scaffold00008	--	DdB_08795	--
DdB_08796	scaffold00008	--	--	--
DdB_08797	scaffold00008	--	--	--
DdB_08798	scaffold00008	--	DdB_08798	--
DdB_08799	scaffold00008	--	--	DdB_08799
DdB_08800	scaffold00008	--	--	DdB_08800
DdB_08801	scaffold00008	--	--	--
DdB_08802	scaffold00008	--	--	--
DdB_08803	scaffold00008	--	DdB_08803	--
DdB_08804	scaffold00008	DdB_08804	--	--
DdB_08805	scaffold00008	--	DdB_08805	--
DdB_08806	scaffold00008	--	--	--
DdB_08807	scaffold00008	--	DdB_08807	--
DdB_08808	scaffold00008	--	--	DdB_08808
DdB_08809	scaffold00008	--	DdB_08809	--
DdB_08810	scaffold00008	--	--	--
DdB_08811	scaffold00008	--	DdB_08811	--
DdB_08812	scaffold00008	DdB_08812	--	--
DdB_08813	scaffold00008	DdB_08813	--	--
DdB_08814	scaffold00008	--	DdB_08814	--
DdB_08815	scaffold00008	--	DdB_08815	--
DdB_08816	scaffold00008	--	--	--
DdB_08817	scaffold00008	DdB_08817	--	--
DdB_08818	scaffold00008	DdB_08818	--	--
DdB_08819	scaffold00008	DdB_08819	--	--
DdB_08820	scaffold00008	--	DdB_08820	--
DdB_08821	scaffold00008	--	--	--
DdB_08822	scaffold00008	--	--	--
DdB_08823	scaffold00008	--	--	--
DdB_08824	scaffold00008	--	DdB_08824	--
DdB_08825	scaffold00008	DdB_08825	--	--
DdB_08826	scaffold00008	--	DdB_08826	--
DdB_08827	scaffold00008	--	--	--
DdB_08828	scaffold00008	--	DdB_08828	--
DdB_08829	scaffold00008	DdB_08829	--	--
DdB_08830	scaffold00008	--	DdB_08830	--
DdB_08831	scaffold00008	--	--	--
DdB_08832	scaffold00008	--	--	--
DdB_08833	scaffold00008	--	--	--
DdB_08834	scaffold00008	--	--	--
DdB_08835	scaffold00008	--	--	--
DdB_08836	scaffold00008	DdB_08836	--	--
DdB_08837	scaffold00008	--	--	--
DdB_08838	scaffold00008	--	--	--
DdB_08839	scaffold00008	--	DdB_08839	--
DdB_08840	scaffold00008	--	--	--
DdB_08841	scaffold00008	DdB_08841	--	--
DdB_08842	scaffold00008	DdB_08842	--	--
DdB_08843	scaffold00008	--	--	--
DdB_08844	scaffold00008	DdB_08844	--	--
DdB_08845	scaffold00008	DdB_08845	--	--
DdB_08846	scaffold00008	--	DdB_08846	--
DdB_08847	scaffold00008	DdB_08847	--	--
DdB_08848	scaffold00008	--	DdB_08848	--
DdB_08849	scaffold00008	--	DdB_08849	--
DdB_08850	scaffold00008	--	--	--
DdB_08851	scaffold00008	--	--	--
DdB_08852	scaffold00008	--	DdB_08852	--
DdB_08853	scaffold00008	--	--	--
DdB_08854	scaffold00008	DdB_08854	--	--
DdB_08855	scaffold00008	DdB_08855	--	--
DdB_08856	scaffold00008	DdB_08856	--	--
DdB_08857	scaffold00008	--	--	--
DdB_08858	scaffold00008	DdB_08858	--	--
DdB_08859	scaffold00008	--	--	--
DdB_08860	scaffold00008	--	DdB_08860	--
DdB_08861	scaffold00008	--	DdB_08861	--
DdB_08862	scaffold00008	--	DdB_08862	--
DdB_08863	scaffold00008	--	DdB_08863	--
DdB_08864	scaffold00008	--	--	--
DdB_08865	scaffold00008	--	--	--
DdB_08866	scaffold00008	--	DdB_08866	--
DdB_08867	scaffold00008	DdB_08867	--	--
DdB_08868	scaffold00008	--	--	--
DdB_08869	scaffold00008	--	--	--
DdB_08870	scaffold00008	DdB_08870	--	--
DdB_08871	scaffold00008	--	--	--
DdB_08872	scaffold00008	--	DdB_08872	--
DdB_08873	scaffold00008	--	DdB_08873	--
DdB_08874	scaffold00008	--	--	--
DdB_08875	scaffold00008	--	--	--
DdB_08876	scaffold00008	--	--	--
DdB_08877	scaffold00008	--	--	--
DdB_08878	scaffold00008	--	--	--
DdB_08879	scaffold00008	--	--	--
DdB_08880	scaffold00008	--	DdB_08880	--
DdB_08881	scaffold00008	--	DdB_08881	--
DdB_08882	scaffold00008	--	DdB_08882	--
DdB_08883	scaffold00008	DdB_08883	--	--
DdB_08884	scaffold00008	--	--	--
DdB_08885	scaffold00008	--	--	--
DdB_08886	scaffold00008	DdB_08886	--	--
DdB_08887	scaffold00008	--	DdB_08887	--
DdB_08888	scaffold00008	--	DdB_08888	--
DdB_08889	scaffold00008	--	DdB_08889	--
DdB_08890	scaffold00008	--	--	--
DdB_08891	scaffold00008	--	--	--
DdB_08892	scaffold00008	--	--	--
DdB_08893	scaffold00008	--	--	--
DdB_08894	scaffold00008	--	--	--
DdB_08895	scaffold00008	--	--	--
DdB_08896	scaffold00008	DdB_08896	--	--
DdB_08897	scaffold00008	DdB_08897	--	--
DdB_08898	scaffold00008	--	DdB_08898	--
DdB_08899	scaffold00008	DdB_08899	--	--
DdB_08900	scaffold00008	--	--	--
DdB_08901	scaffold00008	--	--	--
DdB_08902	scaffold00008	DdB_08902	--	--
DdB_08903	scaffold00008	DdB_08903	--	--
DdB_08904	scaffold00008	--	--	--
DdB_08905	scaffold00008	--	DdB_08905	--
DdB_08906	scaffold00008	--	DdB_08906	--
DdB_08907	scaffold00008	--	DdB_08907	--
DdB_08908	scaffold00008	--	--	--
DdB_08909	scaffold00008	--	DdB_08909	--
DdB_08910	scaffold00008	--	DdB_08910	--
DdB_08911	scaffold00008	--	DdB_08911	--
DdB_08912	scaffold00008	--	DdB_08912	--
DdB_08913	scaffold00008	--	--	--
DdB_08914	scaffold00008	--	--	--
DdB_08915	scaffold00008	--	--	--
DdB_08916	scaffold00008	--	--	--
DdB_08917	scaffold00008	DdB_08917	--	--
DdB_08918	scaffold00008	--	DdB_08918	--
DdB_08919	scaffold00008	--	--	--
DdB_08920	scaffold00008	--	DdB_08920	--
DdB_08921	scaffold00008	--	--	--
DdB_08922	scaffold00008	--	DdB_08922	--
DdB_08923	scaffold00008	--	DdB_08923	--
DdB_08924	scaffold00008	--	--	--
DdB_08925	scaffold00008	--	--	--
DdB_08926	scaffold00008	--	DdB_08926	--
DdB_08927	scaffold00008	--	--	--
DdB_08928	scaffold00008	--	--	--
DdB_08929	scaffold00008	--	DdB_08929	--
DdB_08930	scaffold00008	--	--	--
DdB_08931	scaffold00008	--	--	--
DdB_08932	scaffold00008	--	--	DdB_08932
DdB_08933	scaffold00008	--	--	--
DdB_08934	scaffold00008	--	--	--
DdB_08935	scaffold00008	--	--	--
DdB_08936	scaffold00008	--	--	--
DdB_08937	scaffold00008	DdB_08937	--	--
DdB_08938	scaffold00008	DdB_08938	--	--
DdB_08939	scaffold00008	--	--	--
DdB_08940	scaffold00008	--	--	--
DdB_08941	scaffold00008	--	--	--
DdB_08942	scaffold00008	DdB_08942	--	--
DdB_08943	scaffold00008	--	--	--
DdB_08944	scaffold00008	--	--	--
DdB_08945	scaffold00008	--	--	--
DdB_08946	scaffold00008	--	--	--
DdB_08947	scaffold00008	--	--	--
DdB_08948	scaffold00008	--	--	--
DdB_08949	scaffold00008	--	DdB_08949	--
DdB_08950	scaffold00008	--	--	--
DdB_08951	scaffold00008	DdB_08951	--	--
DdB_08952	scaffold00008	--	DdB_08952	--
DdB_08953	scaffold00008	DdB_08953	--	--
DdB_08954	scaffold00008	--	--	--
DdB_08955	scaffold00008	--	--	--
DdB_08956	scaffold00008	--	--	--
DdB_08957	scaffold00008	--	DdB_08957	--
DdB_08958	scaffold00008	--	DdB_08958	--
DdB_08959	scaffold00008	DdB_08959	--	--
DdB_08960	scaffold00008	--	--	--
DdB_08961	scaffold00008	--	DdB_08961	--
DdB_08962	scaffold00008	--	DdB_08962	--
DdB_08963	scaffold00008	DdB_08963	--	--
DdB_08964	scaffold00008	--	DdB_08964	--
DdB_08965	scaffold00008	DdB_08965	--	--
DdB_08966	scaffold00008	--	DdB_08966	--
DdB_08967	scaffold00008	--	--	--
DdB_08968	scaffold00008	--	DdB_08968	--
DdB_08969	scaffold00008	--	DdB_08969	--
DdB_08970	scaffold00008	--	DdB_08970	--
DdB_08971	scaffold00008	--	DdB_08971	--
DdB_08972	scaffold00008	--	DdB_08972	--
DdB_08973	scaffold00008	--	DdB_08973	--
DdB_08974	scaffold00008	--	DdB_08974	--
DdB_08975	scaffold00008	--	DdB_08975	--
DdB_08976	scaffold00008	DdB_08976	--	--
DdB_08977	scaffold00008	--	DdB_08977	--
DdB_08978	scaffold00008	--	DdB_08978	--
DdB_08979	scaffold00008	--	DdB_08979	--
DdB_08980	scaffold00008	--	DdB_08980	--
DdB_08981	scaffold00008	--	DdB_08981	--
DdB_08982	scaffold00008	--	DdB_08982	--
DdB_08983	scaffold00008	--	DdB_08983	--
DdB_08984	scaffold00008	--	DdB_08984	--
DdB_08985	scaffold00008	--	DdB_08985	--
DdB_08986	scaffold00008	--	DdB_08986	--
DdB_08987	scaffold00008	--	--	--
DdB_08988	scaffold00008	--	--	--
DdB_08989	scaffold00008	--	DdB_08989	--
DdB_08990	scaffold00008	--	DdB_08990	--
DdB_08991	scaffold00008	--	--	--
DdB_08992	scaffold00008	--	DdB_08992	--
DdB_08993	scaffold00008	--	DdB_08993	--
DdB_08994	scaffold00008	--	--	--
DdB_08995	scaffold00008	--	DdB_08995	--
DdB_08996	scaffold00008	DdB_08996	--	--
DdB_08997	scaffold00008	DdB_08997	--	--
DdB_08998	scaffold00008	--	DdB_08998	--
DdB_08999	scaffold00008	--	DdB_08999	--
DdB_09000	scaffold00008	--	--	--
DdB_09001	scaffold00008	DdB_09001	--	--
DdB_09002	scaffold00008	--	--	--
DdB_09003	scaffold00008	--	--	--
DdB_09004	scaffold00008	--	--	--
DdB_09005	scaffold00008	DdB_09005	--	--
DdB_09006	scaffold00008	DdB_09006	--	--
DdB_09007	scaffold00008	DdB_09007	--	--
DdB_09008	scaffold00008	--	--	--
DdB_09009	scaffold00008	--	--	--
DdB_09010	scaffold00008	DdB_09010	--	--
DdB_09011	scaffold00008	--	DdB_09011	--
DdB_09012	scaffold00008	--	--	--
DdB_09013	scaffold00008	--	DdB_09013	--
DdB_09014	scaffold00008	--	DdB_09014	--
DdB_09015	scaffold00008	--	--	--
DdB_09016	scaffold00008	--	DdB_09016	--
DdB_09017	scaffold00008	--	DdB_09017	--
DdB_09018	scaffold00008	DdB_09018	--	--
DdB_09019	scaffold00008	--	--	--
DdB_09020	scaffold00008	--	--	--
DdB_09021	scaffold00008	--	--	--
DdB_09022	scaffold00008	DdB_09022	--	--
DdB_09023	scaffold00008	--	DdB_09023	--
DdB_09024	scaffold00008	--	--	--
DdB_09025	scaffold00008	--	DdB_09025	--
DdB_09026	scaffold00008	DdB_09026	--	--
DdB_09027	scaffold00008	--	DdB_09027	--
DdB_09028	scaffold00008	--	DdB_09028	--
DdB_09029	scaffold00008	--	--	--
DdB_09030	scaffold00008	--	--	--
DdB_09031	scaffold00008	--	--	--
DdB_09032	scaffold00008	--	--	--
DdB_09033	scaffold00008	--	DdB_09033	--
DdB_09034	scaffold00008	--	--	--
DdB_09035	scaffold00008	--	DdB_09035	--
DdB_09036	scaffold00008	--	DdB_09036	--
DdB_09037	scaffold00008	--	DdB_09037	--
DdB_09038	scaffold00008	DdB_09038	--	--
DdB_09039	scaffold00008	--	--	--
DdB_09040	scaffold00008	--	--	--
DdB_09041	scaffold00008	--	DdB_09041	--
DdB_09042	scaffold00008	--	DdB_09042	--
DdB_09043	scaffold00008	--	DdB_09043	--
DdB_09044	scaffold00008	--	DdB_09044	--
DdB_09045	scaffold00008	DdB_09045	--	--
DdB_09046	scaffold00008	--	DdB_09046	--
DdB_09047	scaffold00008	--	DdB_09047	--
DdB_09048	scaffold00008	--	DdB_09048	--
DdB_09049	scaffold00008	--	DdB_09049	--
DdB_09050	scaffold00008	DdB_09050	--	--
DdB_09051	scaffold00008	--	DdB_09051	--
DdB_09052	scaffold00008	--	DdB_09052	--
DdB_09053	scaffold00008	--	DdB_09053	--
DdB_09054	scaffold00008	--	DdB_09054	--
DdB_09055	scaffold00008	--	DdB_09055	--
DdB_09056	scaffold00008	--	DdB_09056	--
DdB_09057	scaffold00008	--	DdB_09057	--
DdB_09058	scaffold00008	--	--	--
DdB_09059	scaffold00008	--	DdB_09059	--
DdB_09060	scaffold00008	--	DdB_09060	--
DdB_09061	scaffold00008	--	DdB_09061	--
DdB_09062	scaffold00008	--	DdB_09062	--
DdB_09063	scaffold00008	--	DdB_09063	--
DdB_09064	scaffold00008	--	DdB_09064	--
DdB_09065	scaffold00008	--	DdB_09065	--
DdB_09066	scaffold00008	--	DdB_09066	--
DdB_09067	scaffold00008	--	DdB_09067	--
DdB_09068	scaffold00008	--	DdB_09068	--
DdB_09069	scaffold00008	DdB_09069	--	--
DdB_09070	scaffold00008	DdB_09070	--	--
DdB_09071	scaffold00008	--	DdB_09071	--
DdB_09072	scaffold00008	DdB_09072	--	--
DdB_09073	scaffold00008	--	DdB_09073	--
DdB_09074	scaffold00008	--	--	--
DdB_09075	scaffold00008	--	DdB_09075	--
DdB_09076	scaffold00008	--	DdB_09076	--
DdB_09077	scaffold00008	--	DdB_09077	--
DdB_09078	scaffold00008	--	DdB_09078	--
DdB_09079	scaffold00008	--	DdB_09079	--
DdB_09080	scaffold00008	--	DdB_09080	--
DdB_09081	scaffold00008	--	DdB_09081	--
DdB_09082	scaffold00008	--	DdB_09082	--
DdB_09083	scaffold00008	--	DdB_09083	--
DdB_09084	scaffold00008	--	DdB_09084	--
DdB_09085	scaffold00008	--	DdB_09085	--
DdB_09086	scaffold00008	--	DdB_09086	--
DdB_09087	scaffold00008	--	DdB_09087	--
DdB_09088	scaffold00008	--	DdB_09088	--
DdB_09089	scaffold00008	--	DdB_09089	--
DdB_09090	scaffold00008	DdB_09090	--	--
DdB_09091	scaffold00008	--	--	--
DdB_09092	scaffold00008	--	DdB_09092	--
DdB_09093	scaffold00008	--	--	--
DdB_09094	scaffold00008	--	--	--
DdB_09095	scaffold00008	--	DdB_09095	--
DdB_09096	scaffold00008	--	DdB_09096	--
DdB_09097	scaffold00008	--	DdB_09097	--
DdB_09098	scaffold00008	--	DdB_09098	--
DdB_09099	scaffold00008	--	DdB_09099	--
DdB_09100	scaffold00008	--	DdB_09100	--
DdB_09101	scaffold00008	--	DdB_09101	--
DdB_09102	scaffold00008	--	DdB_09102	--
DdB_09103	scaffold00008	DdB_09103	--	--
DdB_09104	scaffold00008	DdB_09104	--	--
DdB_09105	scaffold00008	--	DdB_09105	--
DdB_09106	scaffold00008	DdB_09106	--	--
DdB_09107	scaffold00008	--	--	--
DdB_09108	scaffold00008	--	DdB_09108	--
DdB_09109	scaffold00008	--	--	--
DdB_09110	scaffold00008	--	--	--
DdB_09111	scaffold00008	--	DdB_09111	--
DdB_09112	scaffold00008	--	--	--
DdB_09113	scaffold00008	--	DdB_09113	--
DdB_09114	scaffold00008	--	--	--
DdB_09115	scaffold00008	DdB_09115	--	--
DdB_09116	scaffold00008	DdB_09116	--	--
DdB_09117	scaffold00008	--	DdB_09117	--
DdB_09118	scaffold00008	--	DdB_09118	--
DdB_09119	scaffold00008	--	--	--
DdB_09120	scaffold00008	--	DdB_09120	--
DdB_09121	scaffold00008	--	--	--
DdB_09122	scaffold00008	--	--	--
DdB_09123	scaffold00008	--	DdB_09123	--
DdB_09124	scaffold00008	DdB_09124	--	--
DdB_09125	scaffold00008	--	DdB_09125	--
DdB_09126	scaffold00008	--	--	--
DdB_09127	scaffold00008	--	DdB_09127	--
DdB_09128	scaffold00008	--	--	--
DdB_09129	scaffold00008	--	--	--
DdB_09130	scaffold00008	--	DdB_09130	--
DdB_09131	scaffold00008	DdB_09131	--	--
DdB_09132	scaffold00008	--	--	--
DdB_09133	scaffold00008	--	DdB_09133	--
DdB_09134	scaffold00008	--	--	--
DdB_09135	scaffold00008	--	--	--
DdB_09136	scaffold00008	--	--	--
DdB_09137	scaffold00008	--	--	--
DdB_09138	scaffold00008	--	--	--
DdB_09139	scaffold00008	--	--	--
DdB_09140	scaffold00008	--	--	--
DdB_09141	scaffold00008	--	DdB_09141	--
DdB_09142	scaffold00008	--	DdB_09142	--
DdB_09143	scaffold00008	--	DdB_09143	--
DdB_09144	scaffold00008	--	DdB_09144	--
DdB_09145	scaffold00008	--	--	--
DdB_09146	scaffold00008	--	--	--
DdB_09147	scaffold00008	--	--	--
DdB_09148	scaffold00008	--	--	--
DdB_09149	scaffold00008	--	--	--
DdB_09150	scaffold00008	--	--	--
DdB_09151	scaffold00008	--	--	--
DdB_09152	scaffold00008	--	DdB_09152	--
DdB_09153	scaffold00008	DdB_09153	--	--
DdB_09154	scaffold00008	--	--	--
DdB_09155	scaffold00008	--	DdB_09155	--
DdB_09156	scaffold00008	--	DdB_09156	--
DdB_09157	scaffold00008	--	--	--
DdB_09158	scaffold00008	DdB_09158	--	--
DdB_09159	scaffold00008	--	DdB_09159	--
